month,retail_format,nominal_sales_million_ars,constant_sales_million_ars,real_sales_index_original,real_sales_index_sa,real_sales_index_trend,nominal_sales_yoy_pct,real_sales_yoy_pct,real_sales_sa_mom_pct,is_partial_year
2020-03-01,wholesale,15167.876417209782,4711.224527135376,108.35123694797642,105.650181859775,92.0631568445028,85.3035965116288,21.164006197425202,13.197871642556125,False
2020-04-01,wholesale,12183.689740517906,3727.041859025032,85.71648268009703,87.14395796487,92.0415766764081,50.193199820706184,0.2579002109618589,-17.51650926589746,False
2020-05-01,wholesale,12990.50029363831,3944.522238731404,90.7182116398138,91.5343594424333,92.125477388907,51.25142522073336,4.243250635508811,5.038101986752985,False
2020-06-01,wholesale,13366.624243716877,4001.2204521626586,92.02218718218776,93.1098261674901,92.3906535375582,50.85631224413349,5.7519463136228355,1.7211752337084052,False
2020-07-01,wholesale,13764.231496508088,4047.774934873143,93.09287183287692,92.7049977265957,92.8699068901221,50.48113609051328,5.805968349875745,-0.43478594854872155,False
2020-08-01,wholesale,14038.308145642735,4030.8050826993135,92.7025901845988,93.4524841167924,93.5638845813208,43.837684611628205,3.4119690814239156,0.8063064651607776,False
2020-09-01,wholesale,13332.7426969242,3788.504059431267,87.13002291813982,95.3382656930314,94.4453758457374,37.49576087413622,4.854422391118329,2.017904172437235,False
2020-10-01,wholesale,15003.383348828134,4144.4959339783,95.31731259801704,94.989441724303,95.4481194980727,36.33439138260792,4.021560413059966,-0.365880337965796,False
2020-11-01,wholesale,15162.363999987008,4116.372965791806,94.67052568049604,94.4326009759948,96.4831413644459,33.20639712656277,3.560629379421165,-0.5862133077109477,False
2020-12-01,wholesale,19800.60786132991,5285.292779518,121.55396266821316,98.5834075838344,97.4667595751449,39.47462905525796,9.083300436334142,4.395522907279403,False
2021-01-01,wholesale,15624.993064786762,4036.338124241624,92.8298420045324,97.8232081474177,98.3334170005054,36.44088117982827,8.072645844536463,-0.7711231078822545,False
2021-02-01,wholesale,15932.72031291475,3955.2889878643314,90.96583103891948,99.4892454177761,99.0253433324461,31.453756098664055,2.399599923580431,1.7031104396491692,False
2021-03-01,wholesale,18311.452748917567,4379.929969062699,100.73194923316775,98.7504362344942,99.5188746293092,20.725223790332436,-7.032026518042411,-0.7426020573173431,False
2021-04-01,wholesale,18781.5216627172,4283.382890087025,98.51150837528128,100.754306797613,99.8318361363083,54.15298700735656,14.927147376003091,2.0292270490434916,False
2021-05-01,wholesale,19248.552841604047,4244.976899581062,97.62822706411364,98.7768651637986,99.991853100333,48.17406879264243,7.617010189459261,-1.9626373270440145,False
2021-06-01,wholesale,20589.394704952883,4375.513125030029,100.63036831474844,101.418088550744,100.001295308825,54.03586073447937,9.354462653140372,2.673929145823295,False
2021-07-01,wholesale,21314.632344931924,4366.950320200034,100.433436394028,99.6802954528551,99.8753373359189,54.85523002384356,7.885205834372666,-1.7134942323621116,False
2021-08-01,wholesale,20747.63301553376,4126.838154506672,94.9112096333874,96.4794643586594,99.6465483632642,47.792973343254985,2.3824786819770294,-3.211097117694217,False
2021-09-01,wholesale,21200.65319229912,4092.462194102046,94.12061308897252,102.068626023944,99.3771830941989,59.01194281046172,8.023170357019737,5.793110173691551,False
2021-10-01,wholesale,23091.43770423048,4310.671593937131,99.13910843973076,98.668724213531,99.1717501212293,53.90820301898156,4.009550560695541,-3.3309959611050655,False
